date,drawdown
2022-09-28,-0.16887038998496154
2022-09-29,-0.18290556874490538
2022-09-30,-0.19312318299806908
2022-10-03,-0.17159204492396696
2022-10-04,-0.15123295967564618
2022-10-05,-0.15227854489084472
2022-10-06,-0.15737850129091202
2022-10-07,-0.1751989579037799
2022-10-10,-0.1804477377318951
2022-10-11,-0.18535332433744206
2022-10-12,-0.18647372679288662
2022-10-13,-0.1706620260721491
2022-10-14,-0.18497087912691831
2022-10-17,-0.16776646164330342
2022-10-18,-0.16047051944268967
2022-10-19,-0.16326231782912826
2022-10-20,-0.16961944008250546
2022-10-21,-0.1517677739662184
2022-10-24,-0.14432239110993222
